,WT,PknB_KD,PknB_IND,PknD_KO,PknD_IND,PknE_KO,PknE_IND,PknF_KO,PknF_IND,PknG_KO,PknG_IND,PknH_KO,PknH_IND,PknJ_KO,PknJ_IND,PknK_KO,PknK_IND,PknL_KO,PknL_IND
Rv1654,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0
Rv2747,,0.9999999999327757,1.000000000001351,,,1.0000000000032225,1.0000000000033409,,,0.9999999999684936,,,0.999999999998532,1.000000000009309,,1.0000000000172564,0.9999999999945408,0.9999999999874253,0.9999999999990938
Rv1653,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0
Rv0409,,,,,,,,,,,,,0.9307170157115731,,,,,,0.9306749021870727
Rv1820,,0.9999999999889134,0.9999999999933911,,,0.9999999999999889,0.9999999999918308,,,0.9999999999992037,,,1.0000000000000204,1.0000000000013411,,1.0000000000013447,0.9999999999996556,1.000000000001075,0.999999999999934
Rv3509c,,0.9999999999942729,1.0000000000645395,,,1.0000000000013511,1.0000000000012492,,,1.0000000000048936,,,0.9999999999998628,1.0000000000013476,,0.9999999998709861,1.0000000000002252,0.9999999999676422,0.9999999999956823
Rv3002c,,1.0000000000209883,1.0000000000585667,,,1.0000000000611706,1.0000000000093276,,,0.9999999999933914,,,1.000000000001366,0.9999999999962349,,0.9999999997263863,1.000000000007046,0.9999999999990837,0.9999999999641238
Rv3003c,,1.0000000000013771,1.0000000000016287,,,1.0000000000004585,1.0000000000000453,,,1.0000000000002147,,,0.9999999999999325,1.0000000000013467,,0.9999999999973651,1.0000000000282994,1.0000000000000617,0.9999999999999936
Rv3470c,,0.9999999999991042,1.0000000000013478,,,1.000000000000797,1.0000000000000484,,,1.0000000001287241,,,0.9999999999999302,0.9999999999993616,,0.9999999999993532,0.9999999999979472,1.0000000000000673,0.9999999999990881
Rv2922A,,1.0000000000062268,1.0000000002541118,,,0.999999999978621,1.0000000000331801,,,1.000000000033175,,,0.9999999999992287,1.0000000002541178,,1.0000000000013445,0.9999999999996507,1.0000000002382967,1.0000000000007998
Rv1475c,,,,,,,,,,,,,,,,,,,
Rv1655,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0
Rv3310,,0.9999999999982595,0.999999999966767,,,1.000000000001345,0.9999999999932951,,,0.99999999998316,,,0.9999999999652609,0.9999999999973933,,1.0000000000019142,0.9999999999976649,1.0000000000000753,0.9999999999990932
Rv2523c,,0.9999999999998094,0.9999999999906409,,,1.000000000018748,0.9999999999865747,,,0.999999999998614,,,1.0000000000087268,1.0000000000002356,,1.0000000000028317,1.0000000000037763,1.00000000000135,1.000000000000719
Rv3667,,1.000000000000242,0.9999999999963783,,,1.0000000000007407,1.0000000000001046,,,1.0000000001277345,,,0.9999999999998141,0.9999999999854348,,1.000000000009304,1.0000000000278413,1.0000000000000644,1.0000000000007987
Rv3313c,,0.9999999998312226,0.9999999999987967,,,1.000000000049098,0.9999999999364518,,,0.9999999999933946,,,1.000000000001366,0.9999999998314687,,1.00000000000007,0.9999999999996542,0.9999999999774732,0.9999999999920497
Rv0812,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2236c,,0.9999999998283792,0.9999999999990778,,,0.9999999999948248,1.0000000000012488,,,1.0000000000005966,,,0.999999999987724,1.000000000033177,,1.0000000000012044,1.0000000000036355,1.0000000001317082,1.0000000000002272
Rv1005c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv0013,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv0255c,,1.0000000000005183,0.9999999999678536,,,1.0000000000048108,0.9999999999999896,,,1.000000000031041,,,1.0000000000000993,1.0000000000000324,,1.000000000000465,0.9999999999997653,1.0000000000000082,1.000000000000797
Rv2848c,,1.0000000000013771,1.0000000000016287,,,1.0000000000004585,1.0000000000000453,,,1.0000000000002147,,,0.9999999999999325,1.0000000000013467,,0.9999999999973651,1.0000000000282994,1.0000000000000617,0.9999999999999936
Rv0733,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
