	WT1	WT2	WT3	PknF_KO1	PknF_KO2	PknF_KO3	PknF_IND1	PknF_IND2	PknF_IND3	PknG_KO1	PknG_KO2	PknG_KO3	PknG_IND1	PknG_IND2	PknG_IND3	PknI_KO1	PknI_KO2	PknI_KO3	PknI_IND1	PknI_IND2	PknI_IND3	PknJ_KO1	PknJ_KO2	PknJ_KO3	PknL_KO1	PknL_KO2	PknL_KO3	WT4	WT5	WT6	PknD_IND1	PknD_IND2	PknD_IND3	PknD_KO1	PknD_KO2	PknD_KO3	PknH_KO1	PknH_KO2	PknH_KO3	PknH_IND1	PknH_IND2	PknH_IND3	PknK_IND1	PknK_IND2	PknK_IND3	PknK_KO1	PknK_KO2	PknK_KO3	WT7	WT8	WT9	PknB_KD1	PknB_KD2	PknB_KD3	PknB_IND1	PknB_IND2	PknB_IND3	PknE_KO1	PknE_KO2	PknE_KO3	PknE_IND1	PknE_IND2	PknE_IND3	PknJ_IND1	PknJ_IND2	PknJ_IND3	WT10	WT11	PknL_IND1	PknL_IND2	PknL_IND3
Rv0038	789.0118	590.116	869.4704	583.8248	647.7333	501.93832	260.90314	298.2259	268.3281	237.76071	283.17386	291.92834	670.1476	600.2654	618.0296	425.0503	420.52225	575.12555	638.6384	605.9258	464.03452	619.9851	469.96402	609.44147	463.99475	422.3109	411.53262	696.0593	572.0926	789.0118	327.52325	302.63644	292.2309	438.33942	495.01956	455.3108	537.0739	626.04486	485.07712	318.88696	305.41046	299.156	226.18661	239.78531	239.26361	323.60934	337.76898	309.7699	791.47205	523.515	822.2975	184.21973	196.90073	178.4827	545.33374	607.9772	645.37964	302.15396	337.87628	347.7876	254.33434	241.69373	260.26926	396.50986	369.063	373.97705	391.39774	480.5601	284.68555	312.8155	305.59464
Rv0039c	163.59235	139.68512	165.54063	136.2219	136.2219	109.59301	153.2382	196.20456	156.19896	92.03435	87.682556	86.18217	110.598434	119.21051	82.89553	102.36764	93.507774	175.52356	222.4534	77.99161	97.04777	130.76129	113.576485	136.55357	102.17591	98.87699	104.13892	112.56533	120.785805	151.57056	67.15129	67.402596	118.87821	61.851692	106.60465	103.627975	70.081505	102.51764	120.35647	71.33775	43.46278	68.89917	62.101734	52.85719	81.15152	109.004265	103.45647	100.788956	101.6434	115.44661	145.75232	201.38368	244.13934	187.5313	49.965385	62.858727	69.8833	61.19637	82.691444	49.993553	131.4084	157.23526	377.89444	317.5439	252.0219	271.87122	490.1497	557.3766	339.03076	379.15765	321.57657
Rv0040c	90.61082	105.81378	102.55296	106.4076	89.319786	92.50588	178.28383	180.77711	180.77711	157.12312	126.357574	189.96404	164.11261	134.0426	76.181175	100.41137	101.007484	165.29454	297.81104	201.00334	346.138	84.72933	91.24156	99.01592	115.92103	170.32396	163.33441	114.64313	124.88165	108.03454	163.90382	91.070885	107.27235	251.44383	50.189434	79.41086	103.432465	108.66624	146.45135	85.2859	87.95067	88.3993	51.814564	45.93793	39.218853	101.257835	137.17792	129.47978	88.24341	125.251076	117.167984	565.5666	624.58496	538.4121	70.877075	78.734215	89.820015	79.128746	95.27583	43.551994	106.89093	104.77718	349.9572	170.50232	147.51872	162.07849	28.015528	20.95305	283.4188	304.21506	261.0747
Rv0041	88.07546	71.09132	102.458145	84.08508	85.268684	65.555046	74.9011	79.52965	84.823524	50.504066	57.200764	62.880398	100.8595	92.04506	97.42262	61.474033	64.01214	97.21809	112.98504	106.56195	70.3095	75.08528	60.62349	69.29481	69.89687	64.99749	61.357914	105.37848	93.677795	106.184006	68.310936	68.89024	53.057114	96.41318	74.45775	60.649326	67.59048	67.34965	62.50151	71.85509	80.717735	84.43105	59.011707	73.07525	63.603104	55.774315	61.710808	58.12126	96.2684	77.049706	111.971794	94.65725	89.88387	95.38611	41.96648	58.349087	58.753445	58.247063	60.365803	64.98637	110.7571	114.76937	102.33211	114.653336	119.61921	116.49242	49.39191	46.822487	115.17065	110.10134	119.04369
Rv0042c	38.332645	37.239426	19.57914	19.296677	32.06086	32.67896	110.857216	94.69568	133.51823	46.535236	33.573322	40.52883	22.770351	28.784666	17.75385	49.283295	32.2458	14.755857	2.39393	11.304639	12.329224	27.797161	39.918636	28.691822	43.14394	32.336143	35.046246	24.409756	18.82518	28.879684	40.223995	31.439909	45.84456	18.00953	15.862091	24.79329	40.09625	40.066586	31.91353	37.01604	29.884798	31.712673	18.947315	30.422762	30.000576	35.524223	42.154324	62.63329	27.921984	29.679855	27.535788	51.240376	54.72394	53.698326	21.92841	28.235048	19.158546	34.44262	11.760594	21.644838	115.56304	119.8603	140.11871	80.412766	70.37159	69.15316	65.857666	67.11992	164.10062	151.17911	111.51733
Rv0043c	49.01936	40.312954	40.53741	48.54157	51.378292	33.387825	57.783154	54.261528	61.719547	30.261753	33.69084	40.195595	44.374466	66.12552	45.80382	39.922215	27.919353	65.62888	2.39393	60.537548	47.691483	41.477276	39.234283	43.824547	42.26805	32.042725	29.713503	54.086292	67.17232	61.00366	14.256268	32.982864	34.89361	38.47796	25.40071	41.50265	31.687458	32.649662	41.227684	45.134644	33.62426	64.866325	29.595058	44.949226	38.66034	27.945724	20.014784	42.269405	45.17019	44.2467	50.725483	50.337837	42.19361	45.65359	54.163826	46.800404	44.37395	38.093388	30.170563	22.112963	74.99748	77.18853	63.908386	42.223614	50.19184	44.41592	23.047651	27.023125	66.248	79.473785	77.36565
Rv0044c	39.304028	35.322372	41.293167	30.97412	25.855333	28.8744	70.51925	76.04892	67.684296	35.90608	34.3995	25.735737	50.528473	20.720024	30.21197	32.619553	35.565243	82.961395	23.910885	27.744331	33.204285	34.28912	22.81575	28.29118	34.9627	26.137035	31.439548	51.83117	22.290007	38.426777	17.553185	39.407257	37.788364	28.532042	27.52675	23.23732	30.034262	27.518538	30.12633	35.908924	29.632923	25.053099	24.909578	36.426395	31.50161	27.43599	25.122084	33.753212	32.66583	44.793022	49.14944	57.715324	55.295193	62.93728	24.491377	4.962131	25.775492	24.459017	25.929182	35.49188	85.34279	100.21511	65.87672	45.278458	39.895176	47.77001	29.710434	34.522385	51.900383	59.316784	53.531116
Rv0045c	154.7075	150.81558	138.23119	163.0565	165.1604	154.58713	253.7199	268.75775	257.59488	117.76146	128.29611	141.75146	143.98622	104.36949	135.85808	150.60507	152.11694	160.76485	66.48249	105.72071	130.85849	138.10182	125.02916	143.2338	148.81302	142.62193	126.77672	136.4071	89.7759	145.97713	150.32138	151.73721	128.04236	66.2348	134.92014	138.9286	132.91411	133.53969	103.22536	80.26782	114.68146	134.17877	121.96715	151.4159	113.04901	90.46345	77.20335	57.645073	150.01088	119.92891	135.96326	285.3139	288.41583	293.52472	163.25319	206.77069	171.7308	99.67275	76.79639	121.09212	246.17592	235.28423	325.6723	277.25763	212.15958	237.04889	51.398766	51.77665	231.14267	238.81235	225.86943
Rv0046c	1536.1918	1486.0552	1689.1986	1602.0287	1640.1804	1381.4657	1253.1786	1422.9296	1355.3741	1303.9034	1388.6938	1131.5779	1462.9053	1216.9402	1318.3845	1362.494	1470.4534	1457.5239	1023.3972	1880.831	1193.4938	1304.5078	1257.979	1304.5078	1354.0221	1259.1106	1298.9094	1674.8817	1514.7024	1647.6638	1049.1637	1225.4253	1174.7218	500.72296	920.4785	842.5058	1372.288	1355.0214	1274.8894	948.3205	882.9639	885.5485	528.4328	878.397	642.4434	1003.39954	916.2822	899.3553	1514.7024	1689.1986	1674.8817	1020.2785	1033.8213	1059.8943	1134.3837	1062.2017	887.56024	1406.6713	1109.3247	1406.6713	1591.8538	1529.5138	1901.9589	1033.5106	771.8507	838.7168	2081.3423	2340.9478	1828.9893	1669.4847	1934.814
Rv0047c	1334.2963	1253.6951	1478.5231	1499.7357	1529.982	1249.8776	790.72797	1014.74866	839.4793	932.45087	1022.7189	854.49677	1080.7231	845.083	1199.8037	1104.7021	1219.2346	1162.2032	780.6693	1122.3467	813.4788	1448.9617	1319.508	1335.5602	1211.6555	1007.66895	1054.8942	1556.1898	1297.8787	1536.1918	659.8332	717.40674	709.87463	237.11641	1024.4963	884.4804	1366.8362	1234.9989	1216.6763	941.56354	869.82715	879.6737	387.7393	593.9099	446.97028	485.95062	412.5938	395.14658	1325.421	1349.038	1365.3961	842.2258	925.4159	931.416	992.2296	992.2296	1086.7915	881.14795	635.0814	640.69714	751.61035	897.8678	670.7744	379.4339	414.74673	401.4427	176.73717	167.79599	593.48975	603.9998	632.4912
Rv0048c	416.3299	401.5078	398.36353	364.14252	351.34216	329.0554	237.98814	294.88364	269.56586	192.23688	259.504	217.6675	247.08109	265.08475	260.91476	307.86017	298.4335	234.62387	251.29176	363.09613	251.6629	386.2219	322.37573	366.71658	330.46338	267.48666	271.6531	427.40674	362.44516	422.7026	168.28348	189.15167	204.0864	108.41384	215.54207	227.62015	316.4256	307.8947	278.7643	231.90967	239.01556	223.18394	393.41516	452.01553	384.05103	161.3875	169.85217	166.23672	427.40674	378.471	400.5832	415.4956	359.85596	408.67383	259.0842	266.2654	271.9858	239.22223	204.31204	196.80646	282.30157	254.09773	229.25372	216.98074	231.77875	236.57936	102.55296	106.38724	266.5119	273.1421	223.45045
Rv0049	1030.2207	677.54315	799.4957	641.36163	598.423	407.0136	341.27255	365.074	300.35056	251.05524	279.25192	271.53275	555.073	519.60297	526.8665	342.27136	421.03754	458.1944	656.4442	807.1551	571.5183	663.4436	529.7069	619.50195	461.77176	393.96622	327.8986	1187.2334	713.1771	933.6957	290.81903	294.05197	253.35057	268.57898	540.2894	445.84778	456.81665	486.44376	425.78412	198.36229	173.83232	278.97537	300.70108	418.2997	389.25845	412.5938	370.0138	432.60608	977.6291	672.5248	999.7193	243.73705	252.54128	243.00607	532.11847	464.61667	474.06512	321.61566	345.9917	294.86755	341.6663	383.1231	428.85294	547.31714	506.43134	506.96793	332.91516	372.35437	429.54602	441.25494	414.05304
Rv0050	429.28778	333.44196	446.23578	347.02206	362.0191	241.23938	214.9335	238.299	231.40868	115.915726	108.42801	96.27934	206.45879	220.60771	237.51953	188.91272	185.56715	219.85211	285.50964	325.4653	223.10411	331.67886	235.86072	297.29657	220.15921	171.41484	138.16856	381.6202	307.36554	427.40674	143.82957	67.65569	88.52392	96.789604	278.3574	231.82199	272.4013	267.77048	213.95303	89.05186	106.95776	163.9943	117.10318	154.38673	166.45093	134.73195	123.15653	96.05316	454.5338	318.411	428.2377	148.82436	139.9618	143.4622	341.58078	354.2243	341.58078	114.47923	113.58063	113.28426	172.62354	144.35524	192.02902	137.22818	140.31284	150.46393	128.93484	137.2999	253.75523	260.28192	223.12645
Rv0051	95.83153	78.320015	84.7779	72.39915	84.82531	69.605	94.16027	119.60398	97.053795	32.915894	41.316074	16.901924	49.872578	52.81977	61.653053	56.044235	64.66931	66.63092	41.641323	55.19748	28.465296	87.63976	69.45642	69.808105	63.75844	50.994484	45.963066	99.8266	76.71628	94.63848	45.86396	32.773598	24.61193	34.83178	71.63429	53.816242	68.528534	63.714577	44.308994	27.180323	32.519867	38.658806	37.575573	45.126614	51.160133	28.959936	30.215767	34.296467	101.1171	69.864	110.13406	41.770226	46.770824	41.019356	71.62514	78.31975	69.498665	19.028955	18.773218	24.969149	59.58168	54.281746	64.31375	38.98612	42.559788	38.897324	16.499836	21.82117	96.65216	97.62936	91.937454
Rv0052	70.948425	61.67968	44.749058	98.040924	56.67446	54.37693	74.64323	96.54078	80.56214	32.325817	30.08861	29.733099	35.5694	31.599426	25.725605	49.480587	53.470074	17.504581	33.51705	24.940556	39.944748	64.712	51.858315	58.678135	48.56488	42.978764	27.510685	81.97696	29.491566	75.82483	28.331787	33.136444	31.598118	19.441631	53.484848	37.752525	45.2429	51.495285	27.390602	30.689358	30.444914	30.659925	24.989674	48.596725	46.85792	34.63066	21.863516	21.663216	71.63836	60.62401	78.07354	39.81565	36.36887	38.04835	67.68356	101.010506	60.72716	17.95911	27.49224	26.707111	37.79227	28.288992	40.770756	41.45378	49.702156	44.433693	11.978003	12.997377	80.18437	97.19496	80.727264
Rv0053	300.2921	317.1132	335.09485	203.76346	361.02618	216.80986	297.1052	223.04518	295.52197	243.49384	238.50487	218.30322	237.8583	166.1384	90.41104	293.78812	333.73773	280.2759	168.00365	374.0599	225.5662	256.47626	243.74452	213.98337	298.13507	264.51428	300.03998	339.7509	319.74234	260.83838	205.1263	303.87112	429.09406	98.41486	189.05821	209.47408	300.74936	255.63263	273.1835	178.23686	210.30042	164.71576	112.029495	217.63289	147.96088	361.76318	266.34146	273.86212	333.44196	288.9448	331.85663	171.32596	155.68564	143.0857	190.728	193.56023	147.2454	395.88623	273.69763	343.06448	397.6221	349.9572	503.54504	240.56082	179.36963	197.84459	416.3299	501.56787	529.5341	522.6405	558.69934
Rv0054	203.90775	212.23895	236.2837	152.75256	157.2393	172.43622	329.21906	280.7187	403.21725	176.04486	194.39322	150.58948	152.79448	162.53207	191.01169	211.15593	230.12286	165.46559	123.911674	191.67186	186.24062	176.97899	166.51659	158.85764	235.13693	158.7666	235.13693	241.8459	216.4758	243.98685	182.45265	320.88077	291.38528	84.395065	174.517	121.197525	192.29356	174.19667	191.38257	149.17038	175.31921	137.40933	138.75449	235.64912	132.6789	229.5187	231.14053	268.64563	228.15744	260.2329	199.19295	315.2102	290.90277	283.2406	120.667984	89.17161	110.03264	253.28244	235.19556	253.61856	371.82697	398.722	518.93994	249.16754	221.80249	225.60715	305.53052	235.69688	620.40796	612.4829	549.9154
Rv0055	128.21628	121.26811	95.33402	109.059166	115.69746	74.26832	294.30984	195.55087	338.82343	149.1756	149.1756	93.15728	73.22144	77.61469	80.2761	94.97399	143.4488	69.21857	72.66055	191.19662	125.95797	84.47974	98.26022	87.23142	126.73872	102.53883	154.0297	84.02813	91.378365	177.3704	173.07706	244.35434	233.45206	133.5202	66.17231	66.3403	81.71644	104.49692	88.975075	90.290184	131.85812	114.04451	100.064285	122.582085	97.780075	185.93979	163.43176	220.02322	65.95378	153.1582	119.734406	166.44409	212.52634	171.32596	68.914566	89.52462	76.66201	210.7815	134.35318	143.42613	434.98206	440.17767	584.80096	232.8645	142.79326	169.3793	411.48898	294.4775	597.2588	591.2449	618.7085
Rv0056	123.16445	129.91579	168.38559	101.90866	94.52305	112.44202	378.9555	267.56525	411.4756	123.77674	135.47743	93.379486	130.5505	130.97342	54.79895	144.13979	150.60507	123.296555	84.21957	299.33936	126.82391	101.493	115.339966	110.316376	137.67467	112.770134	189.46661	146.49948	134.50664	106.28091	128.34343	168.41876	144.65527	42.21391	77.76947	73.01695	99.84178	100.37964	76.94707	93.20297	139.86899	91.29598	72.1203	111.89289	119.49812	162.7255	154.70134	137.12224	127.44511	155.6065	123.16445	335.17154	329.69745	325.97565	94.90036	64.21938	83.44824	231.5074	160.70323	144.62006	546.3836	530.3659	710.6882	288.45575	201.44656	215.03207	365.71823	275.40503	681.0824	642.463	733.0803
Rv0057	43.918392	48.46711	42.05149	38.495975	54.159878	49.273	198.37291	152.31212	218.70801	62.26351	80.122574	69.08906	42.551586	37.788425	113.22561	74.04271	70.49973	90.8201	21.648176	28.767454	73.72785	36.19357	59.643257	41.77747	79.53501	51.35893	80.62559	43.392536	47.858326	56.286728	34.718834	61.480553	61.25596	18.190367	42.055027	31.097134	62.644558	34.265198	57.398045	56.41228	65.95368	47.3206	57.72237	73.39339	59.58377	29.301266	43.146667	45.536884	81.25056	54.786858	48.210613	362.04297	346.5704	357.16547	26.615526	30.118996	32.2217	52.055264	71.89345	84.60233	134.18037	128.95183	212.57385	101.27622	77.04191	83.248436	43.95438	57.119873	329.91644	342.94107	337.3421
Rv0058	51.77665	50.565277	51.52572	52.322025	55.47879	51.36693	177.37292	138.15086	178.3942	60.39382	49.140656	55.581303	82.01302	80.17867	102.94003	53.272274	60.801754	57.421513	73.63173	76.45293	81.01451	48.440075	43.65847	39.58571	57.120388	46.08801	57.56068	65.105	50.8417	44.916008	48.934143	39.030952	59.675556	77.21241	38.552177	39.202175	48.11113	44.04458	49.049995	33.081276	39.55295	38.470848	86.5175	85.884476	85.944756	44.949627	44.123737	36.00872	65.68667	49.547016	56.16747	424.75278	424.3218	392.79385	59.026844	55.789154	65.212875	37.949005	41.89051	34.285744	100.59448	104.711426	239.57915	144.33623	100.15667	107.1148	107.37514	96.60767	351.8798	366.19244	373.2943
Rv0059	25.917862	29.369524	44.916008	28.755367	23.852299	41.752247	86.12267	64.888	92.01573	17.928362	29.314161	28.751616	33.33393	23.503014	36.401512	22.040611	29.34951	48.01198	30.181395	38.996445	35.844723	30.143368	25.63146	22.289656	32.373394	31.396004	22.273932	36.021877	34.109077	24.335062	15.256419	25.632315	20.453215	21.390501	31.88304	25.375484	33.204395	29.53811	27.514217	26.308184	28.929417	33.815994	51.076862	58.358448	57.071266	30.60425	22.846668	20.904795	23.047651	28.955769	26.627464	172.2263	159.32224	170.26363	39.2604	25.343885	23.022108	8.2792845	18.380587	28.735352	77.78202	57.173813	83.78514	49.097565	50.57294	52.686054	69.088394	85.954185	153.07196	171.03185	171.87677
Rv0060	415.50244	282.88882	495.4333	304.8147	301.61395	190.12906	266.07285	228.20683	266.07285	129.49907	139.15698	132.68616	364.13785	344.00195	404.3097	181.19641	202.53801	230.33064	387.88635	508.42075	374.0599	302.26044	210.1448	302.26044	239.26805	191.82616	165.12485	428.2377	343.79437	468.9522	242.00226	128.64407	104.368195	283.04343	235.58023	222.17007	248.54745	255.83276	203.57872	280.3915	309.3409	380.09686	142.39932	171.51184	151.92682	240.74829	187.20605	155.82532	409.0284	301.07562	463.85483	369.31235	335.00876	367.81226	262.24966	377.4749	334.84787	206.64023	210.45279	222.45534	294.14185	253.26007	230.98843	241.02489	323.37665	292.72745	117.55057	137.69868	257.59955	264.36023	250.55861
Rv0061c	498.1902	462.29483	759.8356	520.0327	541.245	441.80402	443.5188	381.56485	530.3176	329.5089	400.31738	214.3596	696.5359	525.87244	727.64355	435.11017	419.95276	698.4494	594.7534	698.0008	611.03723	447.16916	363.26495	471.64575	577.03723	510.0135	491.57303	570.7644	679.5011	679.5011	381.31506	337.94412	333.76385	483.2724	469.4755	412.95752	451.40082	490.96133	527.1041	565.6766	674.93787	711.5668	266.78564	406.98862	325.1805	395.14658	425.47733	485.95062	607.24304	630.6771	742.1648	615.59503	577.04803	618.1973	620.46094	508.78735	496.7982	491.76147	322.61926	509.5939	762.7003	712.45386	675.7798	412.7511	496.77603	459.76038	362.44516	386.67	741.2957	697.60895	658.0072
Rv0062	67.87573	47.69751	62.50399	27.342337	35.28867	28.90416	79.19917	41.926014	77.03594	25.9741	16.964346	21.580404	42.14412	41.101612	39.079205	32.653706	33.025066	17.672045	61.99213	18.231308	60.97344	43.961662	29.043697	42.15087	24.134253	28.780247	32.4849	58.95965	61.31862	54.302223	28.264736	25.833021	19.997566	17.54408	31.585989	32.215355	20.967031	53.559143	23.764627	28.736818	25.425617	23.600069	49.46024	43.91036	48.649357	18.980007	17.380428	14.374386	49.840797	44.82615	67.771996	64.71904	67.146225	60.943317	34.66503	26.3714	20.436953	20.562662	16.376366	11.064879	63.97217	65.22895	191.87424	92.66995	66.63192	82.77036	8.177126	7.566471	116.68707	123.96551	105.64604
Rv0063	44.678547	34.957405	35.024628	35.526497	27.761543	32.50031	45.22984	43.665783	46.291252	38.777683	35.507442	50.918106	30.272705	28.212854	21.167772	28.47479	25.819653	31.667671	26.782873	46.265915	27.252829	26.8807	27.365967	33.23238	28.780247	32.989563	25.71539	35.991516	47.817284	36.769943	28.288069	24.810194	15.7593355	40.27495	26.685574	22.347887	15.671412	24.935991	32.690662	11.638738	22.711315	15.687129	26.532019	32.030315	36.426395	36.257256	37.15328	38.55472	30.428186	41.37012	43.19751	101.03806	110.47766	98.42871	21.756546	15.583524	28.062746	22.265211	17.674799	7.7724266	26.323217	21.617302	57.63445	55.96958	53.790752	54.28387	13.81288	12.395654	65.90786	76.38817	67.205124
Rv0064	1193.8013	814.6011	1187.2334	828.2342	864.3664	689.57434	167.00882	183.64441	123.42502	488.50354	410.71942	408.42178	904.5056	904.5056	845.083	565.086	555.8066	613.21265	689.2244	1076.5084	778.209	962.9977	663.4436	938.21185	713.65936	579.25275	498.08795	1203.8484	784.08167	1175.1285	595.1644	331.65347	372.09766	1009.8994	861.4183	856.14343	736.7559	805.41516	564.4099	320.24612	394.7539	569.43713	228.09482	257.69885	276.57568	748.6287	568.8708	478.62122	1145.3206	817.68494	1246.2828	346.5704	334.75327	354.69424	1064.634	1162.7478	1256.755	678.7496	714.17755	764.2502	122.210266	115.017166	72.45362	212.6766	404.17108	349.73376	150.01088	134.97314	77.54125	78.58624	75.80079
Rv0064A	463.85483	339.7509	379.35254	294.5027	278.171	193.89427	49.431553	80.602066	39.574707	125.9305	138.32039	153.21489	259.10483	217.64182	214.30481	220.99011	192.67538	131.52972	130.85849	215.51735	156.8616	428.55893	263.25198	394.93832	272.19235	218.08134	197.36545	364.6377	424.04755	587.60693	193.58806	198.58871	177.12677	279.64072	438.33942	350.95563	354.25488	384.1393	281.8877	97.12629	157.3877	166.47063	60.393185	108.86684	97.85426	325.01114	195.85052	177.02965	438.3529	367.40332	561.85785	111.917885	115.63048	104.72191	256.93643	460.32068	436.76617	297.52393	184.69519	260.16495	66.3647	47.715004	42.48626	60.1423	104.635864	100.40661	84.02813	79.98978	41.74927	47.89304	48.26185
