WT1	WT
WT2	WT
WT3	WT
PknF_KO1	PknF_KO
PknF_KO2	PknF_KO
PknF_KO3	PknF_KO
PknF_IND1	PknF_IND
PknF_IND2	PknF_IND
PknF_IND3	PknF_IND
PknG_KO1	PknG_KO
PknG_KO2	PknG_KO
PknG_KO3	PknG_KO
PknG_IND1	PknG_IND
PknG_IND2	PknG_IND
PknG_IND3	PknG_IND
PknI_KO1	PknI_KO
PknI_KO2	PknI_KO
PknI_KO3	PknI_KO
PknI_IND1	PknI_IND
PknI_IND2	PknI_IND
PknI_IND3	PknI_IND
PknJ_KO1	PknJ_KO
PknJ_KO2	PknJ_KO
PknJ_KO3	PknJ_KO
PknL_KO1	PknL_KO
PknL_KO2	PknL_KO
PknL_KO3	PknL_KO
WT4	WT
WT5	WT
WT6	WT
PknD_IND1	PknD_IND
PknD_IND2	PknD_IND
PknD_IND3	PknD_IND
PknD_KO1	PknD_KO
PknD_KO2	PknD_KO
PknD_KO3	PknD_KO
PknH_KO1	PknH_KO
PknH_KO2	PknH_KO
PknH_KO3	PknH_KO
PknH_IND1	PknH_IND
PknH_IND2	PknH_IND
PknH_IND3	PknH_IND
PknK_IND1	PknK_IND
PknK_IND2	PknK_IND
PknK_IND3	PknK_IND
PknK_KO1	PknK_KO
PknK_KO2	PknK_KO
PknK_KO3	PknK_KO
WT7	WT
WT8	WT
WT9	WT
PknB_KD1	PknB_KD
PknB_KD2	PknB_KD
PknB_KD3	PknB_KD
PknB_IND1	PknB_IND
PknB_IND2	PknB_IND
PknB_IND3	PknB_IND
PknE_KO1	PknE_KO
PknE_KO2	PknE_KO
PknE_KO3	PknE_KO
PknE_IND1	PknE_IND
PknE_IND2	PknE_IND
PknE_IND3	PknE_IND
PknJ_IND1	PknJ_IND
PknJ_IND2	PknJ_IND
PknJ_IND3	PknJ_IND
WT10	WT
WT11	WT
PknL_IND1	PknL_IND
PknL_IND2	PknL_IND
PknL_IND3	PknL_IND
